Right/Wrong,Conf Pred Right,Actual,Ranking Array
Right,97.5,['Beverly Hills High School'],"[('Beverly Hills High School', 39), ('El Rodeo School', 1)]"
Wrong,42.65,"['Marina del Rey, California']",[]
Wrong,20.0,"['University of Southern California', 'Beverly Hills High School']",[]
Right,82.61,['Beverly Hills High School'],"[('Beverly Hills High School', 38), ('Milken Community Schools', 3), ('El Rodeo School', 1), ('University of Southern California', 1), ('Sinai Akiba Academy', 1), ('Milken Community School', 1), ('Newport Harbor High', 1)]"
Wrong,50.0,"['Los Angeles, California']",[]
Right,23.53,1998,"[('1998', 8), ('1994', 5), ('1997', 5), ('1996', 5), ('1999', 3), ('1990', 3), ('1995', 2), ('1987', 1), ('1978', 1), ('1992', 1)]"
Right,5.71,['Teen Line'],[]
Wrong,20.59,['UC Santa Barbara'],[]
Right,72.55,['Beverly Hills High School'],[]
Right,43.06,"['Beverly Hills, California', 'Moved in 2017']",[]
Right,50.0,Other,"[('Other', 3), ('Democratic Party', 2), ('viva mexico y calderon tambien', 1)]"
Right,79.49,['Beverly Hills High School'],"[('Beverly Hills High School', 31), ('Milken Community Schools', 2), ('Al-Rowad International Schools', 1), ('Dar El Tarbiah School', 1), ('Episcopal High School (Houston)', 1), ('Beverly Hills High', 1), ('Milken Community School', 1), ('Newport Harbor High', 1)]"
Right,42.42,"['Beverly Hills, California', 'Manila, Philippines']",[]
Wrong,54.55,Democratic Party,"[('Other', 6), ('Vote Saxon', 1), ('viva mexico y calderon tambien', 1), ('What are your political beliefs?', 1), ('Democratic Party', 1), ('Republican Party', 1)]"
Wrong,42.03,"['Berlin, Germany', 'Santa Monica, California', 'Moved in 2015']",[]
Right,75.47,['Beverly Hills High School'],"[('Beverly Hills High School', 40), ('Milken Community Schools', 4), ('El Rodeo School', 2), ('BHHS', 1), ('University of Southern California', 1), ('Sinai Akiba Academy', 1), ('Campbell Hall School', 1), ('Milken Community School', 1), ('Newport Harbor High', 1), ('American School Foundation', 1)]"
Right,49.32,"['Los Angeles, California', 'Beverly Hills, California']",[]
Right,66.67,Jewish (religion),"[('Jewish (religion)', 10), ('Islam', 1), (""Bahá'í"", 1), ('have none', 1), ('Jewish', 1), ('Other', 1)]"
Wrong,30.3,1998,"[('1997', 10), ('1998', 6), ('1996', 6), ('1995', 4), ('1999', 2), ('1990', 2), ('1994', 2), ('1954', 1)]"
Wrong,94.55,['Venice High School'],"[('Beverly Hills High School', 52), ('Douglas Marshall', 1), ('Horace Mann School', 1), ('El Rodeo School', 1)]"
Wrong,48.19,"['Los Angeles, California', 'Long Beach, California']",[]
Wrong,61.54,cristian,"[('Jewish (religion)', 16), ('Christians', 2), ('Jewish', 2), ('Pure Jew', 1), ('Islam', 1), ('Jew - Reform', 1), (""Bahá'í"", 1), ('Jewish/Catholic', 1), ('Other', 1)]"
Right,42.86,Other,"[('Other', 3), ('Republican Party', 2), ('viva mexico y calderon tambien', 1), ('Democratic Party', 1)]"
Wrong,21.31,['Herman Ostrow School of Dentistry of USC'],[]
Right,89.58,['Beverly Hills High School'],"[('Beverly Hills High School', 43), ('Horace Mann School', 1), ('Brentwood Science Magnet Elementary School', 1), ('Beverly Vista School', 1), ('El Rodeo School', 1), ('Milken Community School', 1)]"
Right,60.0,"['Beverly Hills, California']","[('Beverly Hills, California', 36), ('Los Angeles, California', 19), ('Huntington Beach, California', 1), ('Kansas City, Kansas', 1), ('Paris, France', 1), ('Mexico City, Mexico', 1), ('San Francisco, California', 1)]"
Wrong,65.0,Jewish. ♥ Jewish. ♥,"[('Jewish (religion)', 13), ('Jewish', 3), ('Christians', 2), ('Jewish/Catholic', 1), ('Catholic (church)', 1)]"
Right,21.31,"['Beverly Hills High School', 'University of Southern California']",[]
Right,69.23,['Beverly Hills High School'],[]
Right,45.71,"['Beverly Hills, California']",[]
Right,32.0,1996,"[('1996', 8), ('1997', 6), ('1998', 5), ('1995', 3), ('1999', 1), ('1990', 1), ('1994', 1)]"
Right,21.21,"['University of Southern California', 'The University of Melbourne', 'The University of Melbourne', 'The University of Melbourne']",[]
Right,80.39,['Beverly Hills High School'],"[('Beverly Hills High School', 41), ('Milken Community Schools', 4), ('El Rodeo School', 2), ('Solebury School', 1), ('University of Southern California', 1), ('Sinai Akiba Academy', 1), ('Milken Community School', 1)]"
Wrong,50.0,"['Los Angeles, California']",[]
Right,66.67,Jewish (religion),"[('Jewish (religion)', 12), ('Jewish', 2), ('Other', 2), (""Bahá'í"", 1), ('have none', 1)]"
Wrong,29.17,1997,"[('1996', 7), ('1997', 6), ('1998', 3), ('1995', 3), ('1994', 2), ('1954', 1), ('1999', 1), ('1990', 1)]"
Wrong,14.75,['Boston University'],[]
Right,78.57,['Beverly Hills High School'],"[('Beverly Hills High School', 33), ('Milken Community Schools', 3), ('El Rodeo School', 2), ('University of Southern California', 1), ('Sinai Akiba Academy', 1), ('Campbell Hall School', 1), ('Milken Community School', 1)]"
Wrong,43.28,"['Los Angeles, California', 'Kansas City, Kansas']",[]
Wrong,18.52,['FIDM'],[]
Right,88.1,['Beverly Hills High School'],"[('Beverly Hills High School', 37), ('Calabasas High School', 1), ('Lycée Français de Los Angeles', 1), ('El Rodeo School', 1), ('Shrewsbury International School Bangkok, Thailand', 1), ('Campbell Hall School', 1)]"
Right,40.0,"['Beverly Hills, California']",[]
Wrong,21.43,['UCLA'],[]
Right,82.22,['Beverly Hills High School'],"[('Beverly Hills High School', 37), ('Milken Community Schools', 3), ('El Rodeo School', 1), ('Solebury School', 1), ('University of Southern California', 1), ('Sinai Akiba Academy', 1), ('Milken Community School', 1)]"
Right,45.71,"['Beverly Hills, California']",[]
Right,24.62,"['Western University of Health Sciences', 'UCLA']",[]
Right,82.35,['Beverly Hills High School'],"[('Beverly Hills High School', 42), ('Milken Community Schools', 4), ('BHHS', 1), ('Beverly Hills High', 1), ('University of Southern California', 1), ('Sinai Akiba Academy', 1), ('Milken Community School', 1)]"
Right,48.53,"['Beverly Hills, California']",[]
Wrong,57.14,Democratic Party,"[('Other', 4), ('Democratic Party', 2), ('viva mexico y calderon tambien', 1)]"
Right,43.84,"['Beverly Hills, California']",[]
Wrong,34.78,1996,"[('1997', 8), ('1996', 7), ('1998', 4), ('1995', 2), ('1994', 2)]"
Wrong,23.88,['Beverly Hills High School'],[]
Wrong,85.96,['El Rodeo School'],"[('Beverly Hills High School', 49), ('Milken Community Schools', 2), ('BHHS', 1), ('Horace Mann School', 1), ('Beverly Vista School', 1), ('El Rodeo School', 1), ('Milken Community School', 1), ('Newport Harbor High', 1)]"
Right,54.32,"['Beverly Hills, California']",[]
Wrong,25.0,1998,"[('1997', 8), ('1998', 7), ('1996', 7), ('1995', 4), ('1999', 2), ('1994', 2), ('1954', 1), ('1990', 1)]"
Wrong,23.88,"['UCLA School of Dentistry', 'University of Southern California']",[]
Right,72.0,['Beverly Hills High School'],[]
Right,45.31,"['Beverly Hills, California']",[]
Right,50.0,"['Beverly Hills, California']","[('Beverly Hills, California', 34), ('Los Angeles, California', 25), ('Paris, France', 2), ('Nesconset, New York', 1), ('Kansas City, Kansas', 1), ('Colorado Springs, Colorado', 1), ('Mayaguez, Puerto Rico', 1), ('Moved in 2019', 1), ('Bristol, United Kingdom', 1), ('San Francisco, California', 1)]"
Right,15.15,['University of Southern California'],[]
Right,80.0,['Beverly Hills High School'],"[('Beverly Hills High School', 40), ('Milken Community Schools', 4), ('El Rodeo School', 2), ('Solebury School', 1), ('University of Southern California', 1), ('Sinai Akiba Academy', 1), ('Milken Community School', 1)]"
Right,45.71,"['Los Angeles, California', 'Beverly Hills, California']",[]
Right,52.63,Jewish (religion),"[('Jewish (religion)', 10), ('Other', 2), ('Jewish. ♥ Jewish. ♥', 1), ('Islam', 1), ('none of ur business', 1), ('Christians', 1), (""Bahá'í"", 1), ('have none', 1), ('Jewish', 1)]"
Wrong,18.03,['Santa Monica College'],[]
Wrong,39.47,"['Los Angeles, California']",[]
Right,32.0,1997,"[('1997', 8), ('1996', 5), ('1995', 4), ('1998', 3), ('1990', 2), ('1954', 1), ('1999', 1), ('1994', 1)]"
Wrong,20.0,['San Diego State University'],[]
Wrong,93.33,"['Dar El Tarbiah School', 'Al-Rowad International Schools']","[('Beverly Hills High School', 28), ('Episcopal High School (Houston)', 1), ('Campbell Hall School', 1)]"
Wrong,58.82,"['San Diego, California', 'Riyadh, Saudi Arabia']","[('Beverly Hills, California', 20), ('Los Angeles, California', 10), ('Huntington Beach, California', 1), ('Manila, Philippines', 1), ('Cincinnati', 1), ('San Francisco, California', 1)]"
Right,57.14,1996,"[('1996', 8), ('1995', 2), ('1990', 2), ('1994', 2)]"
Right,19.61,['University of Southern California'],[]
Right,84.78,['Beverly Hills High School'],"[('Beverly Hills High School', 39), ('Milken Community Schools', 4), ('Brentwood Science Magnet Elementary School', 1), ('Beverly Vista School', 1), ('Milken Community School', 1)]"
Wrong,58.06,"['Los Angeles, California']","[('Beverly Hills, California', 36), ('Los Angeles, California', 18), ('Manhattan, New York', 1), ('Austin, Texas', 1), ('Nesconset, New York', 1), ('Huntington Beach, California', 1), ('Toronto, Ontario', 1), ('Paris, France', 1), ('Great Neck, New York', 1), ('Mexico City, Mexico', 1)]"
Wrong,40.0,1996,"[('1997', 8), ('1996', 7), ('1995', 2), ('1954', 1), ('1999', 1), ('1994', 1)]"
Right,82.35,['Beverly Hills High School'],"[('Beverly Hills High School', 42), ('Horace Mann School', 1), ('Brentwood Science Magnet Elementary School', 1), ('Al-Rowad International Schools', 1), ('Dar El Tarbiah School', 1), ('Campbell Hall School', 1), ('Milken Community School', 1), ('Newport Harbor High', 1), ('American School Foundation', 1), ('Milken Community Schools', 1)]"
Wrong,46.05,"['Los Angeles, California']",[]
Wrong,52.38,JEW!!,[]
Wrong,25.4,"['University of Southern California', 'University of Southern California']",[]
Right,74.07,['Beverly Hills High School'],[]
Right,50.0,"['Beverly Hills, California', 'Huntington Beach, California']",[]
Wrong,73.33,Jewish,"[('Jewish (religion)', 11), (""Bahá'í"", 1), ('have none', 1), ('Jewish', 1), ('Other', 1)]"
Right,20.69,['UCLA'],[]
Right,82.0,['Beverly Hills High School'],"[('Beverly Hills High School', 41), ('Milken Community Schools', 3), ('BHHS', 1), ('University of Southern California', 1), ('Sinai Akiba Academy', 1), ('Milken Community School', 1), ('Newport Harbor High', 1), ('American School Foundation', 1)]"
Wrong,48.0,"['Los Angeles, California']",[]
Right,80.39,['Beverly Hills High School'],"[('Beverly Hills High School', 41), ('Milken Community Schools', 4), ('BHHS', 1), ('El Rodeo School', 1), ('Solebury School', 1), ('University of Southern California', 1), ('Sinai Akiba Academy', 1), ('Milken Community School', 1)]"
Right,50.75,"['Beverly Hills, California']",[]
Wrong,75.0,Pure Jew,"[('Jewish (religion)', 12), (""Bahá'í"", 1), ('have none', 1), ('Jewish', 1), ('Other', 1)]"
Right,36.0,1996,"[('1996', 9), ('1997', 8), ('1995', 4), ('1998', 2), ('1994', 2)]"
Right,78.43,['Beverly Hills High School'],"[('Beverly Hills High School', 40), ('Milken Community Schools', 4), ('El Rodeo School', 2), ('BHHS', 1), ('Solebury School', 1), ('University of Southern California', 1), ('Sinai Akiba Academy', 1), ('Milken Community School', 1)]"
Right,47.14,"['Beverly Hills, California']",[]
Right,61.11,Jewish (religion),"[('Jewish (religion)', 11), ('Jewish', 2), ('Jewish. ♥ Jewish. ♥', 1), ('none of ur business', 1), ('Christians', 1), ('have none', 1), ('Other', 1)]"
Wrong,7.14,['tha boss'],[]
Wrong,22.58,['Beverly Hills High School'],[]
Right,90.0,['Beverly Hills High School'],"[('Beverly Hills High School', 45), ('BHHS', 1), ('El Rodeo School', 1), ('Solebury School', 1), ('Milken Community School', 1), ('Milken Community Schools', 1)]"
Right,48.61,"['Beverly Hills, California']",[]
Wrong,34.48,1987,"[('1997', 10), ('1996', 6), ('1995', 5), ('1998', 3), ('1990', 2), ('1954', 1), ('1999', 1), ('1994', 1)]"
Right,84.0,['Beverly Hills High School'],"[('Beverly Hills High School', 42), ('Milken Community Schools', 3), ('Brentwood Science Magnet Elementary School', 1), ('El Rodeo School', 1), ('University of Southern California', 1), ('Sinai Akiba Academy', 1), ('Milken Community School', 1)]"
Right,47.56,"['Beverly Hills, California', 'Paris, France']",[]
Wrong,18.46,['Loma Linda University School of Dentistry'],[]
Wrong,44.64,"['Los Angeles, California']",[]
Right,49.38,"['Beverly Hills, California', 'Paris, France']",[]
Wrong,51.43,"['Los Angeles, California']","[('Beverly Hills, California', 36), ('Los Angeles, California', 26), ('Chicago, Illinois', 1), ('Moved in 2017', 1), ('Moved in 2015', 1), ('Tel Aviv, Israel', 1), ('Santa Monica, California', 1), ('New York, New York', 1), ('Moved in 2019', 1), ('Great Neck, New York', 1)]"
Wrong,51.9,"['Los Angeles, California']","[('Beverly Hills, California', 41), ('Los Angeles, California', 29), ('New York, New York', 2), ('Kansas City, Kansas', 1), ('Moved in 2015', 1), ('Tehran, Iran', 1), ('Moved in 2019', 1), ('Bristol, United Kingdom', 1), ('Mexico City, Mexico', 1), ('San Francisco, California', 1)]"
Right,30.77,1997,"[('1997', 12), ('1996', 8), ('1995', 6), ('1998', 5), ('1994', 3), ('1990', 2), ('1991', 1), ('1954', 1), ('1999', 1)]"
Right,27.54,['UCLA'],[]
Right,87.76,['Beverly Hills High School'],"[('Beverly Hills High School', 43), ('El Rodeo School', 2), ('Horace Mann School', 1), ('Beverly Vista School', 1), ('Milken Community School', 1), ('Milken Community Schools', 1)]"
Right,58.73,"['Beverly Hills, California']","[('Beverly Hills, California', 37), ('Los Angeles, California', 22), ('Chicago, Illinois', 1), ('Moved in 2017', 1), ('Moved in 2015', 1), ('Moved in 2019', 1)]"
Right,28.12,1998,"[('1998', 9), ('1997', 7), ('1995', 4), ('1996', 4), ('1994', 3), ('1999', 2), ('1990', 2), ('1954', 1)]"
Right,30.0,['University of Southern California'],[]
Right,53.33,['Milken Community Schools'],"[('Milken Community Schools', 8), ('Milken Community School', 2), ('University of Southern California', 1), ('Sinai Akiba Academy', 1), ('Alexander Muss High School in Israel', 1), ('Buckley School', 1), ('Beverly Hills High School', 1)]"
Right,66.67,"['Los Angeles, California']","[('Los Angeles, California', 10), ('Beverly Hills, California', 3), ('Moved in 2015', 1), ('Tel Aviv, Israel', 1)]"
Wrong,60.0,1995,"[('1997', 3), ('1995', 1), ('1996', 1)]"
Wrong,9.38,"['Nike', 'GoAthletics.Fitness']",[]
Right,81.48,['Beverly Hills High School'],"[('Beverly Hills High School', 44), ('Milken Community Schools', 3), ('BHHS', 1), ('Calabasas High School', 1), ('Lycée Français de Los Angeles', 1), ('Beverly Vista School', 1), ('University of Southern California', 1), ('Sinai Akiba Academy', 1), ('Milken Community School', 1)]"
Right,43.84,"['Beverly Hills, California']",[]
Right,91.11,['Beverly Hills High School'],"[('Beverly Hills High School', 41), ('Horace Mann School', 1), ('Brentwood Science Magnet Elementary School', 1), ('El Rodeo School', 1), ('Milken Community School', 1)]"
Right,54.1,"['Beverly Hills, California', 'Nesconset, New York']","[('Beverly Hills, California', 33), ('Los Angeles, California', 20), ('Paris, France', 2), ('Buenos Aires, Argentina', 1), ('Mayaguez, Puerto Rico', 1), ('Toronto, Ontario', 1), ('Moved in 2015', 1), ('Great Neck, New York', 1), ('Mexico City, Mexico', 1)]"
Right,64.71,Jewish (religion),"[('Jewish (religion)', 11), ('Other', 2), ('Jewish. ♥ Jewish. ♥', 1), (""Bahá'í"", 1), ('have none', 1), ('Jewish', 1)]"
Wrong,33.33,1995,"[('1996', 7), ('1997', 6), ('1998', 3), ('1995', 2), ('1994', 2), ('1990', 1)]"
Wrong,11.11,['Self-Employed'],[]
Wrong,19.3,['Santa Monica College'],[]
Right,77.27,['Beverly Hills High School'],"[('Beverly Hills High School', 34), ('Milken Community Schools', 3), ('Calabasas High School', 1), ('Lycée Français de Los Angeles', 1), ('El Rodeo School', 1), ('Solebury School', 1), ('University of Southern California', 1), ('Sinai Akiba Academy', 1), ('Milken Community School', 1)]"
Right,42.86,"['Beverly Hills, California', 'Los Angeles, California']",[]
Wrong,19.61,['Santa Monica College'],[]
Right,92.68,['Beverly Hills High School'],"[('Beverly Hills High School', 38), ('Horace Mann School', 1), ('Brentwood Science Magnet Elementary School', 1), ('El Rodeo School', 1)]"
Right,44.83,"['Beverly Hills, California', 'Frisco, Texas']",[]
Right,62.5,Jewish (religion),"[('Jewish (religion)', 10), ('Cullenism', 1), ('Christians', 1), (""Bahá'í"", 1), ('Catholic (church)', 1), ('Unitarian', 1), ('Atheist', 1)]"
Wrong,19.4,"['The American University of Paris', 'University of Wisconsin-Madison']",[]
Right,43.04,"['Chicago, Illinois', 'Los Angeles, California', 'Moved in 2019']",[]
Right,20.41,['University of Southern California'],[]
Right,42.11,['Milken Community Schools'],"[('Milken Community Schools', 16), ('Beverly Hills High School', 14), ('Milken Community School', 4), ('Solebury School', 1), ('University of Southern California', 1), ('Sinai Akiba Academy', 1), ('Alexander Muss High School in Israel', 1)]"
Wrong,35.71,1995,"[('1996', 5), ('1995', 3), ('1999', 2), ('1997', 2), ('1990', 1), ('1994', 1)]"
Wrong,18.52,['Loyola Marymount University'],[]
Right,88.37,['Beverly Hills High School'],"[('Beverly Hills High School', 38), ('BHHS', 1), ('Beverly Vista School', 1), ('Episcopal High School (Houston)', 1), ('El Rodeo School', 1), ('Milken Community School', 1)]"
Wrong,8.82,"['Alsop Louie Partners', 'Hinter App', 'Napkin Finance', 'Diamond Business Loans']",[]
Wrong,20.0,['UCLA'],[]
Right,75.0,['Beverly Hills High School'],"[('Beverly Hills High School', 39), ('Milken Community Schools', 5), ('El Rodeo School', 2), ('BHHS', 1), ('Solebury School', 1), ('University of Southern California', 1), ('Sinai Akiba Academy', 1), ('Campbell Hall School', 1), ('Milken Community School', 1)]"
Right,45.95,"['Beverly Hills, California', 'Los Angeles, California']",[]
Right,61.54,Jewish (religion),"[('Jewish (religion)', 8), ('Other', 2), (""Bahá'í"", 1), ('have none', 1), ('Jewish', 1)]"
Wrong,53.23,"['Holon, Israel']","[('Beverly Hills, California', 33), ('Los Angeles, California', 20), ('San Francisco, California', 2), ('Kansas City, Kansas', 1), ('Buenos Aires, Argentina', 1), ('Colorado Springs, Colorado', 1), ('Tehran, Iran', 1), ('Moved in 2019', 1), ('Paris, France', 1), ('Mexico City, Mexico', 1)]"
Right,30.65,['UCLA'],[]
Right,60.71,"['Beverly Hills, California']","[('Beverly Hills, California', 34), ('Los Angeles, California', 16), ('Holon, Israel', 1), ('Frisco, Texas', 1), ('Kansas City, Kansas', 1), ('Marina del Rey, California', 1), ('Tehran, Iran', 1), ('Mexico City, Mexico', 1)]"
Wrong,9.38,"['HOLLYWIRE', 'The Desk Show', 'Dame Dash Studios', 'Mythical', 'Fig & Olive', 'Barracuda Tavern', 'The Crabby Crab', 'Hi-Rise Bread Company', 'Cabral Wellness Institute', ""Whiskey's Boston"", 'Fullscreen', ""P.F. Chang's""]",[]
Wrong,20.0,['Emerson College'],[]
Wrong,46.43,"['Los Angeles, California', 'Sherman Oaks', 'Moved in 2015']",[]
Wrong,57.14,Cullenism,"[('Jewish (religion)', 12), ('Catholic (church)', 2), ('JEW!!', 1), ('Christians', 1), ('Wumbology', 1), (""Bahá'í"", 1), ('Jewish/Catholic', 1), ('Unitarian', 1), ('Atheist', 1)]"
Wrong,44.44,Vote Saxon,"[('Other', 4), ('Democratic Party', 2), ('Republican Party', 1), ('Very conservative', 1), ('Citizen of the World', 1)]"
Wrong,34.29,1997,"[('1996', 12), ('1997', 9), ('1999', 3), ('1994', 3), ('1995', 2), ('1990', 2), ('1987', 1), ('1978', 1), ('1976', 1), ('1998', 1)]"
Wrong,19.72,['UC San Diego'],[]
Right,85.42,['Beverly Hills High School'],"[('Beverly Hills High School', 41), ('Milken Community Schools', 3), ('BHHS', 1), ('Solebury School', 1), ('Campbell Hall School', 1), ('Milken Community School', 1)]"
Right,50.0,"['Beverly Hills, California']",[]
Wrong,32.26,1998,"[('1997', 10), ('1998', 8), ('1996', 6), ('1990', 2), ('1994', 2), ('1954', 1), ('1999', 1), ('1995', 1)]"
Wrong,17.31,['Seattle University'],[]
Right,94.74,['Beverly Hills High School'],"[('Beverly Hills High School', 36), ('El Rodeo School', 1), ('Milken Community School', 1)]"
Right,53.97,"['Los Angeles, California', 'Beverly Hills, California']",[]
Right,38.1,1997,"[('1997', 8), ('1996', 4), ('1998', 3), ('1995', 3), ('1999', 1), ('1990', 1), ('1994', 1)]"
Wrong,6.67,['UCLA Department of Molecular and Medical Pharmacology'],[]
Right,21.31,['UCLA'],[]
Wrong,50.0,"['Los Angeles, California']",[]
Right,79.31,['Beverly Hills High School'],"[('Beverly Hills High School', 46), ('Milken Community Schools', 5), ('BHHS', 1), ('Horace Mann School', 1), ('Beverly Vista School', 1), ('El Rodeo School', 1), ('University of Southern California', 1), ('Sinai Akiba Academy', 1), ('Milken Community School', 1)]"
Right,48.84,"['Beverly Hills, California']",[]
Right,22.03,['UCLA'],[]
Right,79.59,"['Beverly Hills High School', 'Beverly Vista School']","[('Beverly Hills High School', 39), ('Milken Community Schools', 3), ('Horace Mann School', 1), ('Brentwood Science Magnet Elementary School', 1), ('El Rodeo School', 1), ('Solebury School', 1), ('University of Southern California', 1), ('Sinai Akiba Academy', 1), ('Milken Community School', 1)]"
Right,60.0,"['Beverly Hills, California']","[('Beverly Hills, California', 36), ('Los Angeles, California', 22), ('Holon, Israel', 1), ('Santa Monica, California', 1)]"
Wrong,22.22,1999,"[('1997', 8), ('1998', 7), ('1996', 7), ('1994', 5), ('1999', 3), ('1995', 3), ('1987', 1), ('1991', 1), ('1978', 1)]"
Wrong,27.87,"['University of California, Los Angeles', 'Santa Monica College']",[]
Right,84.62,['Beverly Hills High School'],"[('Beverly Hills High School', 44), ('Milken Community Schools', 2), ('BHHS', 1), ('Horace Mann School', 1), ('Brentwood Science Magnet Elementary School', 1), ('Beverly Vista School', 1), ('Campbell Hall School', 1), ('Milken Community School', 1)]"
Right,52.0,"['Beverly Hills, California']",[]
Wrong,64.44,['Milken Community Schools'],"[('Beverly Hills High School', 29), ('Milken Community Schools', 11), ('Horace Mann School', 1), ('Solebury School', 1), ('University of Southern California', 1), ('Sinai Akiba Academy', 1), ('Milken Community School', 1)]"
Right,42.86,"['Los Angeles, California']",[]
Wrong,80.77,['Robert F. Kennedy'],"[('Beverly Hills High School', 21), ('Venice High School', 1), ('Campbell Hall School', 1), ('Palisades Charter High School', 1), ('Newport Harbor High', 1), ('Milken Community Schools', 1)]"
Right,44.74,"['Los Angeles, California', 'Beverly Hills, California']","[('Beverly Hills, California', 17), ('Los Angeles, California', 14), ('Manhattan, New York', 1), ('Long Beach, California', 1), ('Washington D.C.', 1), ('Bristol, United Kingdom', 1), ('Great Neck, New York', 1), ('Newport Beach, California', 1), ('San Francisco, California', 1)]"
Wrong,31.25,1989,"[('1996', 5), ('1997', 3), ('1995', 2), ('1990', 2), ('1994', 2), ('1998', 1), ('1980', 1)]"
Wrong,17.65,['The University of Texas '],[]
Right,74.51,['Beverly Hills High School'],"[('Beverly Hills High School', 38), ('Milken Community Schools', 8), ('El Rodeo School', 1), ('Solebury School', 1), ('University of Southern California', 1), ('Sinai Akiba Academy', 1), ('Milken Community School', 1)]"
Wrong,40.54,"['Austin, Texas', 'Los Angeles, California']",[]
Right,46.27,"['Beverly Hills, California']",[]
Wrong,28.0,1995,"[('1997', 7), ('1996', 5), ('1998', 4), ('1995', 4), ('1999', 2), ('1954', 1), ('1990', 1), ('1994', 1)]"
Wrong,22.64,['USC Marshall School of Business'],[]
Right,89.74,['Beverly Hills High School'],"[('Beverly Hills High School', 35), ('El Rodeo School', 1), ('Solebury School', 1), ('Milken Community School', 1), ('Milken Community Schools', 1)]"
Right,49.12,"['Beverly Hills, California', 'Los Angeles, California']",[]
Right,76.92,['Beverly Hills High School'],"[('Beverly Hills High School', 40), ('Milken Community Schools', 7), ('El Rodeo School', 2), ('University of Southern California', 1), ('Sinai Akiba Academy', 1), ('Milken Community School', 1)]"
Right,45.71,"['Los Angeles, California', 'Beverly Hills, California']",[]
Wrong,18.87,['Beverly Hills High School'],[]
Right,82.98,['Beverly Hills High School'],"[('Beverly Hills High School', 39), ('Milken Community Schools', 2), ('BHHS', 1), ('El Rodeo School', 1), ('Beverly Hills High', 1), ('Milken Community School', 1), ('Newport Harbor High', 1), ('American School Foundation', 1)]"
Wrong,47.3,"['Los Angeles, California', 'Manhattan, New York']",[]
Right,69.23,Jewish (religion),"[('Jewish (religion)', 9), ('Islam', 1), (""Bahá'í"", 1), ('Jewish', 1), ('Other', 1)]"
Right,50.0,Other,"[('Other', 2), ('viva mexico y calderon tambien', 1), ('Democratic Party', 1)]"
Right,91.67,"['Beverly Hills High School', 'Brentwood Science Magnet Elementary School']","[('Beverly Hills High School', 44), ('Beverly Vista School', 1), ('Beverly Hills High', 1), ('Newport Harbor High', 1), ('Milken Community Schools', 1)]"
Right,42.11,"['Beverly Hills, California']",[]
Wrong,50.0,Catholic (church),"[('Jewish (religion)', 9), ('Other', 2), ('Jewish. ♥ Jewish. ♥', 1), ('•Cant Say•', 1), ('none of ur business', 1), ('Christians', 1), ('Wumbology', 1), (""Bahá'í"", 1), ('Jewish', 1)]"
Wrong,20.83,['UC Santa Cruz'],[]
Right,82.22,['Beverly Hills High School'],"[('Beverly Hills High School', 37), ('El Rodeo School', 2), ('BHHS', 1), ('Calabasas High School', 1), ('Lycée Français de Los Angeles', 1), ('Campbell Hall School', 1), ('Newport Harbor High', 1), ('Milken Community Schools', 1)]"
Right,41.89,"['Beverly Hills, California']",[]
Right,66.67,Jewish (religion),"[('Jewish (religion)', 8), ('Other', 2), ('Islam', 1), ('Catholic (church)', 1)]"
Wrong,60.0,party,"[('Other', 3), ('viva mexico y calderon tambien', 1), ('Democratic Party', 1)]"
Right,17.91,"['UCLA', 'School of the Art Institute of Chicago']",[]
Right,90.7,['Beverly Hills High School'],"[('Beverly Hills High School', 39), ('Douglas Marshall', 1), ('Beverly Vista School', 1), ('El Rodeo School', 1), ('Milken Community School', 1)]"
Right,49.28,"['Beverly Hills, California']",[]
Wrong,64.71,Christians,"[('Jewish (religion)', 11), ('Jewish', 2), ('Jewish. ♥ Jewish. ♥', 1), ('none of ur business', 1), ('Jewish/Catholic', 1), ('Other', 1)]"
Wrong,37.04,1997,"[('1996', 10), ('1997', 9), ('1998', 3), ('1994', 2), ('1999', 1), ('1995', 1), ('1990', 1)]"
Right,22.22,"['California University of Science and Medicine', 'UCLA']",[]
Wrong,50.77,"['Los Angeles, California']",[]
Wrong,17.54,"['University of Pennsylvania', 'University of Illinois Urbana-Champaign']",[]
Right,78.43,['Beverly Hills High School'],"[('Beverly Hills High School', 40), ('El Rodeo School', 2), ('Milken Community Schools', 2), ('BHHS', 1), ('Beverly Hills High', 1), ('Shrewsbury International School Bangkok, Thailand', 1), ('Solebury School', 1), ('Campbell Hall School', 1), ('Milken Community School', 1), ('Newport Harbor High', 1)]"
Right,47.89,"['Beverly Hills, California']",[]
Right,17.19,['University of Southern California'],[]
Right,72.0,['Beverly Hills High School'],"[('Beverly Hills High School', 36), ('Milken Community Schools', 5), ('El Rodeo School', 2), ('Beverly Hills High', 1), ('Solebury School', 1), ('University of Southern California', 1), ('Sinai Akiba Academy', 1), ('Milken Community School', 1), ('Newport Harbor High', 1), ('American School Foundation', 1)]"
Right,43.59,"['Beverly Hills, California']",[]
Wrong,7.69,"['UCLA Santa Monica Medical Center', 'UCLA Ronald Reagan Medical Center']",[]
Right,24.19,"['UCLA School of Dentistry', 'UCLA']",[]
